번호,본부,사업소,팀,작업명,위험요인,안전조치방법,빈도,강도,위험성
927,수도권서부본부,영등포전기사업소,통신팀,행정업무, 장시간 작업 시 근골격계 질환 우려,안전교육,2,1,2
927,수도권서부본부,영등포전기사업소,통신팀,행정업무, 장시간 작업 시 근골격계 질환 우려,스트레칭,2,1,2
928,수도권서부본부,영등포전기사업소,통신팀,행정업무,선반 물품 낙하로 인한 부딪힘,높은곳에 물품 적치 금지,1,3,3
929,수도권서부본부,영등포전기사업소,통신팀,행정업무,환기되지 않은 곳에서 장시간 작업 시 현기증 유발,주기적 환기,1,3,3
930,수도권서부본부,영등포전기사업소,통신팀,작업장 이동," 비상공구함, 공구류에 손 끼임",안전장갑 착용,3,1,3
931,수도권서부본부,영등포전기사업소,통신팀,작업장 이동, 교통신호 미준수 및 과속으로 인한 충돌사고,과속 금지 및 교통안전수칙 준수,1,4,4
931,수도권서부본부,영등포전기사업소,통신팀,작업장 이동, 교통신호 미준수 및 과속으로 인한 충돌사고,휴대폰 사용금지,1,4,4
932,수도권서부본부,영등포전기사업소,통신팀,작업장 이동, 졸음운전으로 인한 차량 접촉 사고,조수석 동반탑승,1,4,4
933,수도권서부본부,영등포전기사업소,통신팀,작업장 이동, 근골격계 질환 발생위험,충분한 스트레칭 시행,1,2,2
934,수도권서부본부,영등포전기사업소,통신팀,작업장 이동," 우천시 바닥 물기로 인한 미끄러짐, 폭설시 바닥 물기로 인한 미끄러짐, 태풍시 강풍으로 인한 넘어짐",타이어 점검 및 스노우 타이어 교체(겨울철),1,4,4
934,수도권서부본부,영등포전기사업소,통신팀,작업장 이동," 우천시 바닥 물기로 인한 미끄러짐, 폭설시 바닥 물기로 인한 미끄러짐, 태풍시 강풍으로 인한 넘어짐",체인체결(빙설),1,4,4
934,수도권서부본부,영등포전기사업소,통신팀,작업장 이동," 우천시 바닥 물기로 인한 미끄러짐, 폭설시 바닥 물기로 인한 미끄러짐, 태풍시 강풍으로 인한 넘어짐",방어운전 철저,1,4,4
934,수도권서부본부,영등포전기사업소,통신팀,작업장 이동," 우천시 바닥 물기로 인한 미끄러짐, 폭설시 바닥 물기로 인한 미끄러짐, 태풍시 강풍으로 인한 넘어짐",위험 시 차량운행 중지,1,4,4
935,수도권서부본부,영등포전기사업소,통신팀,작업장 이동, 장애물 부주의로 인한 넘어짐 및 미끄러짐,작업 전 위험요인 확인,1,4,4
935,수도권서부본부,영등포전기사업소,통신팀,작업장 이동, 장애물 부주의로 인한 넘어짐 및 미끄러짐,보호구 착용,1,4,4
936,수도권서부본부,영등포전기사업소,통신팀,작업장 이동, 돌출부로 인한 부상 주의,안전교육 및 보호구 착용,2,2,4
937,수도권서부본부,영등포전기사업소,통신팀,작업장 이동, 무리한 승차로 인한 스크린도어 끼임 주의,안전교육 실시,1,2,2
938,수도권서부본부,영등포전기사업소,통신팀,작업장 이동, 에스컬레이터 이동시 부상 주의,안전교육 실시,1,2,2
939,수도권서부본부,영등포전기사업소,통신팀,작업장 이동," 우천시 바닥 물기로 인한 미끄러짐, 폭설시 바닥 물기로 인한 미끄러짐, 태풍시 강풍으로 인한 넘어짐",안전교육 실시,1,4,4
939,수도권서부본부,영등포전기사업소,통신팀,작업장 이동," 우천시 바닥 물기로 인한 미끄러짐, 폭설시 바닥 물기로 인한 미끄러짐, 태풍시 강풍으로 인한 넘어짐",위험 시 일시작업 중지,1,4,4
940,수도권서부본부,영등포전기사업소,통신팀,작업장 이동, 창고 내 자재 정리 시 근골격계 질환,작업 전 스트레칭,1,2,2
941,수도권서부본부,영등포전기사업소,통신팀,작업장 이동, 중량물 추락 시 발등 찍힘 위험,계단식 리프트 사용,1,4,4
942,수도권서부본부,영등포전기사업소,통신팀,작업장 이동, 사다리 운반 시 천장 걸림 사고 위험,사선 운반 및 천장 주의 운반,1,2,2
943,수도권서부본부,영등포전기사업소,통신팀,작업장 이동," 우천시 바닥 물기로 인한 미끄러짐, 폭설시 바닥 물기로 인한 미끄러짐, 태풍시 강풍으로 인한 넘어짐",보호구 착용,1,4,4
943,수도권서부본부,영등포전기사업소,통신팀,작업장 이동," 우천시 바닥 물기로 인한 미끄러짐, 폭설시 바닥 물기로 인한 미끄러짐, 태풍시 강풍으로 인한 넘어짐",안전교육,1,4,4
943,수도권서부본부,영등포전기사업소,통신팀,작업장 이동," 우천시 바닥 물기로 인한 미끄러짐, 폭설시 바닥 물기로 인한 미끄러짐, 태풍시 강풍으로 인한 넘어짐",위험 시 일시작업 중지,1,4,4
944,수도권서부본부,영등포전기사업소,통신팀,비상복구훈련,중량물 취급 및 공구사용 시 협착 위험,중량물 취급법 숙지,1,3,3
944,수도권서부본부,영등포전기사업소,통신팀,비상복구훈련,중량물 취급 및 공구사용 시 협착 위험,공구사용법 숙지,1,3,3
945,수도권서부본부,영등포전기사업소,통신팀,비상복구훈련,전기공구 사용시 감전 위험,사용법 숙지,1,4,4
945,수도권서부본부,영등포전기사업소,통신팀,비상복구훈련,전기공구 사용시 감전 위험,안전 장갑 착용,1,4,4
946,수도권서부본부,영등포전기사업소,통신팀,비상복구훈련, 비상복구 훈련 중 먼지에 노출,마스크 착용,1,1,1
947,수도권서부본부,영등포전기사업소,통신팀,비상복구훈련, 요통 부상 위험,2인 1조 작업,1,3,3
947,수도권서부본부,영등포전기사업소,통신팀,비상복구훈련, 요통 부상 위험,안전화착용,1,3,3
947,수도권서부본부,영등포전기사업소,통신팀,비상복구훈련, 요통 부상 위험,스트레칭,1,3,3
948,수도권서부본부,영등포전기사업소,통신팀,비상복구훈련,미끄럼 부상 위험,안전화 착용,1,4,4
948,수도권서부본부,영등포전기사업소,통신팀,비상복구훈련,미끄럼 부상 위험,스트레칭,1,4,4
949,수도권서부본부,영등포전기사업소,통신팀,비상복구훈련,낙하물 접촉 위험,안전화 착용,1,4,4
950,수도권서부본부,영등포전기사업소,통신팀,체육행사,자동차 운행에 따른 사고 우려,안전벨트 착용,1,4,4
951,수도권서부본부,영등포전기사업소,통신팀,체육행사,전기설비 접촉에 의한 감전 우려,안전교육,1,4,4
952,수도권서부본부,영등포전기사업소,통신팀,체육행사,"등산 등 야외활동 시 뱀, 해충 등에 의한 상해 우려",안전교육 및 안전보호구 착용,1,3,3
953,수도권서부본부,영등포전기사업소,통신팀,체육행사,"스포츠 활동(운동, 등산 등) 중 근골격계 부상 우려",스트레칭 시행,1,2,2
954,수도권서부본부,영등포전기사업소,통신팀,체육행사,음주로 인한 사고 위험,과음 금지,1,3,3
954,수도권서부본부,영등포전기사업소,통신팀,체육행사,음주로 인한 사고 위험,음주 인원 활동 제외,1,3,3
955,수도권서부본부,영등포전기사업소,통신팀,체육행사,이동 중 넘어짐 등에 따른 부상 우려,안전교육,1,4,4
956,수도권서부본부,영등포전기사업소,통신팀,체육행사,"야외 활동 시 날씨로 인한 부상 우려 (폭염에 따른 일사병, 우천 시 미끄러짐 등)",날씨예보 확인,1,4,4
956,수도권서부본부,영등포전기사업소,통신팀,체육행사,"야외 활동 시 날씨로 인한 부상 우려 (폭염에 따른 일사병, 우천 시 미끄러짐 등)",폭염,1,4,4
956,수도권서부본부,영등포전기사업소,통신팀,체육행사,"야외 활동 시 날씨로 인한 부상 우려 (폭염에 따른 일사병, 우천 시 미끄러짐 등)",우천 등 날씨에 야외활동 금지,1,4,4
957,수도권서부본부,영등포전기사업소,통신팀,체육행사,활동 중 장애물 충돌 위험,안전교육,1,4,4
958,수도권서부본부,영등포전기사업소,통신팀,사업소 정비, 유해화학물질 노출로 인한 위험,안전보호구 착용,1,3,3
958,수도권서부본부,영등포전기사업소,통신팀,사업소 정비, 유해화학물질 노출로 인한 위험,환풍기 가동,1,3,3
959,수도권서부본부,영등포전기사업소,통신팀,사업소 정비, 중량물 취급 시 근골격계 부상,중량물 2인 1조 작업,2,2,4
959,수도권서부본부,영등포전기사업소,통신팀,사업소 정비, 중량물 취급 시 근골격계 부상,작업 전 스트레칭 실시,2,2,4
960,수도권서부본부,영등포전기사업소,통신팀,사업소 정비, 날카로운 자재 이동시 손가락 베임 ,안전장갑 착용,1,3,3
961,수도권서부본부,영등포전기사업소,통신팀,사업소 정비," 자재 점검 중 손가락 끼임, 머리 충돌 위험",안전보호구 착용,1,4,4
961,수도권서부본부,영등포전기사업소,통신팀,사업소 정비," 자재 점검 중 손가락 끼임, 머리 충돌 위험",안전교육 실시,1,4,4
962,수도권서부본부,영등포전기사업소,통신팀,고소작업(사다리 작업), 사다리 상태 불량에 의한 낙상,작업 전 사다리 상태 점검,1,4,4
962,수도권서부본부,영등포전기사업소,통신팀,고소작업(사다리 작업), 사다리 상태 불량에 의한 낙상,사다리 상태불량 시 작업 중지,1,4,4
962,수도권서부본부,영등포전기사업소,통신팀,고소작업(사다리 작업), 사다리 상태 불량에 의한 낙상,교체,1,4,4
963,수도권서부본부,영등포전기사업소,통신팀,고소작업(사다리 작업), 사다리 트리거 불량에 의한 넘어짐 ,트리거 고정상태 점검,1,4,4
964,수도권서부본부,영등포전기사업소,통신팀,고소작업(사다리 작업), 중량물 취급 부주의에 의한 부상 위험,중량물 취급 시 2인 1조 운용,1,3,3
965,수도권서부본부,영등포전기사업소,통신팀,고소작업(사다리 작업), 사다리 작업 중 추락에 의한 위험,안전보호구 착용,1,4,4
965,수도권서부본부,영등포전기사업소,통신팀,고소작업(사다리 작업), 사다리 작업 중 추락에 의한 위험,사다리 높이 2M이상 안전요대 착용,1,4,4
965,수도권서부본부,영등포전기사업소,통신팀,고소작업(사다리 작업), 사다리 작업 중 추락에 의한 위험,사다리 높이 3.5M이상 작업금지,1,4,4
966,수도권서부본부,영등포전기사업소,통신팀,고소작업(사다리 작업), 보조작업자 낙하물에 의한 부상 위험,안전보호구 착용 철저,1,3,3
967,수도권서부본부,영등포전기사업소,통신팀,고소작업(사다리 작업), 사다리 고정 불량에 의한 추락 위험,지적확인 철저 및 안전보호구 착용,1,4,4
968,수도권서부본부,영등포전기사업소,통신팀,고소작업(사다리 작업), 안전보호구 미착용 및 부주의에 의한 부딪힘 위험,안전보호구 착용 및 위험예지훈련 철저,1,2,2
969,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 터널 내 작업시 열차 운행 선로와의 안전 거리 미확보로 열차 충돌 우려,열차통과 시 작업 중지,1,4,4
969,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 터널 내 작업시 열차 운행 선로와의 안전 거리 미확보로 열차 충돌 우려,운전정보 교환 철저 교육,1,4,4
969,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 터널 내 작업시 열차 운행 선로와의 안전 거리 미확보로 열차 충돌 우려,열차없는 시간에 유지보수 작업,1,4,4
970,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 어두운 터널 내 이동시 시야 미확보로 넘어짐 우려,헤드랜턴 착용후 이동,1,4,4
970,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 어두운 터널 내 이동시 시야 미확보로 넘어짐 우려,안전교육 실시,1,4,4
971,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 선로와 근접한 통신케이블 트레이 유지보수시 열차접촉 위험,열차통과 시 작업 중지,1,4,4
971,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 선로와 근접한 통신케이블 트레이 유지보수시 열차접촉 위험,운전정보 교환 철저 교육,1,4,4
971,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 선로와 근접한 통신케이블 트레이 유지보수시 열차접촉 위험,열차없는 시간에 유지보수 작업,1,4,4
972,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 랜턴 사용 시 눈에 직접 비추어 시력 저하 우려,조명 사용법 교육,2,2,4
973,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 터널내 공기질 저하로 호흡기 질환 우려,마스크 착용,2,2,4
974,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 협소한 공간에서 작업할 경우 작업자세 불안정으로 추락 위험,2인 1조 작업,1,4,4
974,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 협소한 공간에서 작업할 경우 작업자세 불안정으로 추락 위험,안전벨트 착용,1,4,4
975,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 어두운 터널 내 이동시 시야 미확보로 넘어짐 우려,열차통과 시 작업 중지,1,4,4
975,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 어두운 터널 내 이동시 시야 미확보로 넘어짐 우려,운전정보 교환 철저 교육,1,4,4
975,수도권서부본부,영등포전기사업소,통신팀,터널 내 작업, 어두운 터널 내 이동시 시야 미확보로 넘어짐 우려,열차없는 시간에 유지보수 작업,1,4,4
976,수도권서부본부,영등포전기사업소,통신팀,비상전화설치 긴급출동, 비상전화기 함체 부딪힘에 의한 부상,쇄정 장치 확인,1,3,3
977,수도권서부본부,영등포전기사업소,통신팀,비상전화설치 긴급출동, 비상전화 설치시 고객과의 접촉 우려,설치전 동선 확보,1,3,3
978,수도권서부본부,영등포전기사업소,통신팀,비상전화설치 긴급출동, 이동시 넘어짐 우려 ,지적확인 철저,1,4,4
978,수도권서부본부,영등포전기사업소,통신팀,비상전화설치 긴급출동, 이동시 넘어짐 우려 ,좌우확인후 이동,1,4,4
979,수도권서부본부,영등포전기사업소,통신팀,이례사항 발생에 따른 긴급출동, 긴급 작업시 공구 정리정돈 미흡으로 인한 사고위험,정리정돈 시행,1,2,2
980,수도권서부본부,영등포전기사업소,통신팀,이례사항 발생에 따른 긴급출동, 각종 공구 사용시 무리한 힘이나 충격 과도한 행동에 따른 협착사고,작업전 안전교육,1,3,3
981,수도권서부본부,영등포전기사업소,통신팀,이례사항 발생에 따른 긴급출동, 사다리차 이용 작업시 고정 미흡으로 인한 추락사고,안전보호구 착용,1,4,4
981,수도권서부본부,영등포전기사업소,통신팀,이례사항 발생에 따른 긴급출동, 사다리차 이용 작업시 고정 미흡으로 인한 추락사고,사다리차 고정,1,4,4
982,수도권서부본부,영등포전기사업소,통신팀,이례사항 발생에 따른 긴급출동, 창고 및 사무실 이동시 단차에 의한 전도 위험,미끄럼방지테이프 부착,1,4,4
983,수도권서부본부,영등포전기사업소,통신팀,이례사항 발생에 따른 긴급출동," 선로 및 경사로 이동시 미끄러짐에 의한 전도, 추락 위험",안전보호구 착용,1,4,4
983,수도권서부본부,영등포전기사업소,통신팀,이례사항 발생에 따른 긴급출동," 선로 및 경사로 이동시 미끄러짐에 의한 전도, 추락 위험",지적확인환호응답 시행,1,4,4
984,수도권서부본부,영등포전기사업소,통신팀,이례사항 발생에 따른 긴급출동, 자동차 비상자재 적재시 차량 문과 충돌위험,안전보호구 착용,1,4,4
985,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수, 카드 교체시 협착,안전교육시행,3,1,3
986,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수, 협소한 작업공간에서 작업시 접촉에 의한 신체 손상,작업공간 확보후 작업,3,1,3
987,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수, 시험실내 이동시 악세스플로어에 발이 걸려 넘어짐 위험,작업 전 악세스플로어 수평고정확인,1,4,4
988,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수, 전원부 교체 작업중 물기 있는 손에 의한 감전,작업 전 손 건조,1,4,4
988,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수, 전원부 교체 작업중 물기 있는 손에 의한 감전,전원차단 후 작업,1,4,4
988,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수, 전원부 교체 작업중 물기 있는 손에 의한 감전,절연장갑 착용,1,4,4
989,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수, 정전기 발생으로 인한 감전,어스밴드착용,1,4,4
990,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수, 클리닝 작업 시 유해물질(NA500)에 노출 ,안전장갑·마스크,1,3,3
990,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수, 클리닝 작업 시 유해물질(NA500)에 노출 ,보안경 착용,1,3,3
990,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수, 클리닝 작업 시 유해물질(NA500)에 노출 ,환기장치 가동,1,3,3
991,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수," 작업자세 불안정으로 인한 전도, 협착",작업전 스트레칭 시행,1,4,4
992,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수, 규정된 작업 공구 미사용으로 인한 사고,작업시 필요한 공구 사전준비,1,3,3
993,수도권서부본부,영등포전기사업소,통신팀,광전송설비 점검 및 보수, 시험실내 광단국설비가 구획별로 설치되어 있어 설비와 충돌발생우려,작업동선 확인 후 작업,1,4,4
994,수도권서부본부,영등포전기사업소,통신팀,회선분배설비(DCS) 점검 및 보수, 카드 교체 시 협착,안전교육시행,3,1,3
995,수도권서부본부,영등포전기사업소,통신팀,회선분배설비(DCS) 점검 및 보수, 협소한 작업공간에서 작업 시 접촉에 의한 신체 손상,작업공간 확보 후 작업,3,1,3
996,수도권서부본부,영등포전기사업소,통신팀,회선분배설비(DCS) 점검 및 보수, 시험실내 이동시 악세스 플로어에 발이 걸려 넘어짐 위험,작업 전 악세스플로어 수평고정 확인,1,4,4
997,수도권서부본부,영등포전기사업소,통신팀,회선분배설비(DCS) 점검 및 보수, 전원부 교체 작업 중 물기 있는 손에 의한 감전,절연장갑 착용,1,4,4
998,수도권서부본부,영등포전기사업소,통신팀,회선분배설비(DCS) 점검 및 보수, 정전기 발생으로 인한 감전,어스밴드 착용,1,4,4
999,수도권서부본부,영등포전기사업소,통신팀,회선분배설비(DCS) 점검 및 보수, 클리닝 작업 시 유해물질(NA500)에 노출 ,안전장갑· 마스크,1,3,3
999,수도권서부본부,영등포전기사업소,통신팀,회선분배설비(DCS) 점검 및 보수, 클리닝 작업 시 유해물질(NA500)에 노출 ,보안경 착용,1,3,3
999,수도권서부본부,영등포전기사업소,통신팀,회선분배설비(DCS) 점검 및 보수, 클리닝 작업 시 유해물질(NA500)에 노출 ,환기장치 가동,1,3,3
1000,수도권서부본부,영등포전기사업소,통신팀,회선분배설비(DCS) 점검 및 보수," 작업 자세 불안정으로 인한 전도, 협착",작업 전 스트레칭 시행,1,4,4
1001,수도권서부본부,영등포전기사업소,통신팀,회선분배설비(DCS) 점검 및 보수, 규정된 작업 공구 미사용으로 인한 사고,작업 시 필요한 공구 사전준비,1,3,3
1002,수도권서부본부,영등포전기사업소,통신팀,회선분배설비(DCS) 점검 및 보수, 시험실내 광단국 설비가 구획별로 설치되어 있어 설비와 충돌발생우려,작업동선 확인 후 작업,1,4,4
1003,수도권서부본부,영등포전기사업소,통신팀,IP교환설비 점검 및 보수, 카드 교체 시 협착,안전교육시행,3,1,3
1004,수도권서부본부,영등포전기사업소,통신팀,IP교환설비 점검 및 보수, 협소한 작업공간에서 작업 시 접촉에 의한 신체 손상,작업공간 확보 후 작업,3,1,3
1005,수도권서부본부,영등포전기사업소,통신팀,IP교환설비 점검 및 보수, 시험실내 이동시 악세스 플로어에 발이 걸려 넘어짐 위험,작업 전 악세스플로어 수평고정 확인,1,4,4
1006,수도권서부본부,영등포전기사업소,통신팀,IP교환설비 점검 및 보수, 전원부 교체 작업 중 물기 있는 손에 의한 감전,절연장갑 착용,1,4,4
1007,수도권서부본부,영등포전기사업소,통신팀,IP교환설비 점검 및 보수, 정전기 발생으로 인한 감전,어스밴드착용,1,4,4
1008,수도권서부본부,영등포전기사업소,통신팀,IP교환설비 점검 및 보수, 클리닝 작업 시 유해물질(NA500)에 노출 ,안전장갑· 마스크,1,3,3
1008,수도권서부본부,영등포전기사업소,통신팀,IP교환설비 점검 및 보수, 클리닝 작업 시 유해물질(NA500)에 노출 ,보안경 착용,1,3,3
1008,수도권서부본부,영등포전기사업소,통신팀,IP교환설비 점검 및 보수, 클리닝 작업 시 유해물질(NA500)에 노출 ,환기장치 가동,1,3,3
1009,수도권서부본부,영등포전기사업소,통신팀,IP교환설비 점검 및 보수," 작업 자세 불안정으로 인한 전도, 협착",작업 전 스트레칭 시행,1,4,4
1010,수도권서부본부,영등포전기사업소,통신팀,IP교환설비 점검 및 보수, 규정된 작업 공구 미사용으로 인한 사고,작업 시 필요한 공구 사전준비,1,3,3
1011,수도권서부본부,영등포전기사업소,통신팀,내선전화설비 점검 및 보수,날카로운 면에 손가락 베임,안전장갑 착용,2,2,4
1012,수도권서부본부,영등포전기사업소,통신팀,내선전화설비 점검 및 보수,IDF 단자에 손가락 찔림,안전장갑 착용,2,2,4
1013,수도권서부본부,영등포전기사업소,통신팀,내선전화설비 점검 및 보수,전화회선 점검 시 감전,안전장갑 착용,1,4,4
1014,수도권서부본부,영등포전기사업소,통신팀,내선전화설비 점검 및 보수,작업 위치 불안정으로 근골격계 부상,작업 전 스트레칭,2,2,4
1015,수도권서부본부,영등포전기사업소,통신팀,내선전화설비 점검 및 보수,협소개소에서 1인 작업 중 부상,작업 공간 확보,2,2,4
1016,수도권서부본부,영등포전기사업소,통신팀,내선전화설비 점검 및 보수,책상에 부딪힘,안전모 착용,2,2,4
1017,수도권서부본부,영등포전기사업소,통신팀,관제전화설비 점검 및 보수,날카로운 면에 손가락 베임,안전장갑 착용,2,2,4
1018,수도권서부본부,영등포전기사업소,통신팀,관제전화설비 점검 및 보수,전원부 DC 연결 시 단락 주의,안전장갑 착용,1,4,4
1018,수도권서부본부,영등포전기사업소,통신팀,관제전화설비 점검 및 보수,전원부 DC 연결 시 단락 주의,작업순서 교육,1,4,4
1019,수도권서부본부,영등포전기사업소,통신팀,관제전화설비 점검 및 보수,작업 위치 불안정으로 근골격계 부상,작업 전 스트레칭,2,2,4
1020,수도권서부본부,영등포전기사업소,통신팀,관제전화설비 점검 및 보수,협소개소에서 1인 작업 중 부상,작업 공간 확보,2,2,4
1021,수도권서부본부,영등포전기사업소,통신팀,관제전화설비 점검 및 보수,OFD 광컨넥터 취급 시 손가락 끼임 우려,자체교육,1,2,2
1021,수도권서부본부,영등포전기사업소,통신팀,관제전화설비 점검 및 보수,OFD 광컨넥터 취급 시 손가락 끼임 우려,안전장갑 착용,1,2,2
1022,수도권서부본부,영등포전기사업소,통신팀,관제전화설비 점검 및 보수,책상에 부딪힘,안전모 착용,2,2,4
1023,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수,전원설비 점검 시 외함에 머리 충돌 위험,안전모 착용,1,4,4
1024,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수,협소한 작업공간에서 작업 시 접촉에 의한 신체 손상,작업공간 확보 후 작업,2,2,4
1025,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수,전원부 교체 작업 중 물기 있는 손에 의한 감전,작업 전 손 건조,1,4,4
1025,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수,전원부 교체 작업 중 물기 있는 손에 의한 감전,전원차단 후 작업,1,4,4
1025,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수,전원부 교체 작업 중 물기 있는 손에 의한 감전,절연장갑 착용,1,4,4
1026,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수,UPS 단자전압 측정시 감전 위험,절연장갑 착용 후 작업,1,4,4
1027,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수,지락 및 단락으로 인한 화상,안전보호구 착용,1,4,4
1027,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수,지락 및 단락으로 인한 화상,지적 확인 철저,1,4,4
1027,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수,지락 및 단락으로 인한 화상,전원차단 후 작업,1,4,4
1028,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수,"작업 자세 불안정으로 인한 전도, 협착",작업시행 전 스트레칭시행,1,4,4
1029,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수,UPS 설치 위치 장소 협소,작업공간 확보 후 작업,2,2,4
1030,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수,전원설비 점검 시 외함에 머리 충돌 위험,안전모 착용,1,4,4
1031,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 협소한 작업공간에서 작업시 접촉에 의한 신체 손상,작업공간 확보후 작업,2,2,4
1032,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 전원부 교체 작업중 물기 있는 손에 의한 감전,작업 전 손 건조,1,4,4
1032,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 전원부 교체 작업중 물기 있는 손에 의한 감전,전원차단 후 작업,1,4,4
1032,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 전원부 교체 작업중 물기 있는 손에 의한 감전,절연장갑 착용,1,4,4
1033,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 정류기 단자전압 측정시 감전 위험,절연장갑 착용 후 작업,1,4,4
1034,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수," 작업자세 불안정으로 인한 전도, 협착",작업시행 전 스트레칭시행,1,4,4
1035,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, RECU 모듈 청소 시 분진 발생,방진 마스크 착용,1,2,2
1036,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 실착 시 협착 주의,작업공간 확보 후 작업,2,2,4
1037,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 정류기 설치 위치 장소 협소로 인한 부딪힘,작업공간 확보 후 작업,2,2,4
1038,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 배터리와 함체 사이에 끼임,작업 전 안전교육,1,3,3
1039,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 계측기(메가)사용시 감전 발생,안전장갑 착용,1,4,4
1040,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수," 단자 분리, 조임시 단락에 의한 감전 우려",안전장갑 착용,1,4,4
1040,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수," 단자 분리, 조임시 단락에 의한 감전 우려",작업순서 교육,1,4,4
1041,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 축전지 파손으로 인한 누액,안전장갑 착용,1,2,2
1041,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 축전지 파손으로 인한 누액,전문업체 청소요청,1,2,2
1041,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 축전지 파손으로 인한 누액,축전지 적기교체로 누액예방,1,2,2
1042,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 중량물(축전지) 취급에 의한 근골격계 질환 발생,중량물 안전수칙 교육,1,4,4
1042,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 중량물(축전지) 취급에 의한 근골격계 질환 발생,전동 이동식 캐리어 사용,1,4,4
1042,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 중량물(축전지) 취급에 의한 근골격계 질환 발생,2인1조 작업,1,4,4
1042,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 중량물(축전지) 취급에 의한 근골격계 질환 발생,작업 전 스트레칭 시행,1,4,4
1043,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 다수의 동일 부품 교체로 주의력 결여,작업 중간 휴식시간 시행,1,3,3
1044,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 작업공간 협소로 인한 부딪힘,작업 전 스트레칭 시행,1,2,2
1045,수도권서부본부,영등포전기사업소,통신팀,전원설비 점검 및 보수, 작업장내 이동시 시설물에 부딪힘과 넘어짐,안전교육 실시,1,4,4
